Time, Sample
2022-09-17T13:52:52.419542Z, 7267
2022-09-17T13:52:52.444542Z, 9341
2022-09-17T13:52:52.469542Z, 6933
2022-09-17T13:52:52.494542Z, 6482
2022-09-17T13:52:52.519542Z, 9326
2022-09-17T13:52:52.544542Z, 7515
2022-09-17T13:52:52.569542Z, 7719
2022-09-17T13:52:52.594542Z, 7524
2022-09-17T13:52:52.619542Z, 6425
2022-09-17T13:52:52.644542Z, 8423
2022-09-17T13:52:52.669542Z, 6358
2022-09-17T13:52:52.694542Z, 7018
2022-09-17T13:52:52.719542Z, 8600
2022-09-17T13:52:52.744542Z, 5305
2022-09-17T13:52:52.769542Z, 7292
2022-09-17T13:52:52.794542Z, 7692
2022-09-17T13:52:52.819542Z, 6715
2022-09-17T13:52:52.844542Z, 9278
2022-09-17T13:52:52.869542Z, 6504
2022-09-17T13:52:52.894542Z, 5935
2022-09-17T13:52:52.919542Z, 8762
2022-09-17T13:52:52.944542Z, 7502
2022-09-17T13:52:52.969542Z, 7106
2022-09-17T13:52:52.994542Z, 6763
2022-09-17T13:52:53.019542Z, 6743
2022-09-17T13:52:53.044542Z, 6551
2022-09-17T13:52:53.069542Z, 5897
2022-09-17T13:52:53.094542Z, 8017
2022-09-17T13:52:53.119542Z, 6298
2022-09-17T13:52:53.144542Z, 4975
2022-09-17T13:52:53.169542Z, 6513
2022-09-17T13:52:53.194542Z, 4662
2022-09-17T13:52:53.219542Z, 5512
2022-09-17T13:52:53.244542Z, 5785
2022-09-17T13:52:53.269542Z, 3152
2022-09-17T13:52:53.294542Z, 4784
2022-09-17T13:52:53.319542Z, 5463
2022-09-17T13:52:53.344542Z, 4774
2022-09-17T13:52:53.369542Z, 4599
2022-09-17T13:52:53.394542Z, 2382
2022-09-17T13:52:53.419542Z, 3143
2022-09-17T13:52:53.444542Z, 4588
2022-09-17T13:52:53.469542Z, 4042
2022-09-17T13:52:53.494542Z, 4091
2022-09-17T13:52:53.519542Z, 2074
2022-09-17T13:52:53.544542Z, 2298
2022-09-17T13:52:53.569542Z, 4337
2022-09-17T13:52:53.594542Z, 2832
2022-09-17T13:52:53.619542Z, 2751
2022-09-17T13:52:53.644542Z, 2675
2022-09-17T13:52:53.669542Z, 1787
2022-09-17T13:52:53.694542Z, 2698
2022-09-17T13:52:53.719542Z, 3123
2022-09-17T13:52:53.744542Z, 2892
2022-09-17T13:52:53.769542Z, 1905
2022-09-17T13:52:53.794542Z, 2568
2022-09-17T13:52:53.819542Z, 2791
2022-09-17T13:52:53.844542Z, 1120
2022-09-17T13:52:53.869542Z, 3061
2022-09-17T13:52:53.894542Z, 3149
2022-09-17T13:52:53.919542Z, 1279
2022-09-17T13:52:53.944542Z, 2570
2022-09-17T13:52:53.969542Z, 1073
2022-09-17T13:52:53.994542Z, 444
2022-09-17T13:52:54.019542Z, 2612
2022-09-17T13:52:54.044542Z, 1439
2022-09-17T13:52:54.069542Z, 770
2022-09-17T13:52:54.094542Z, 870
2022-09-17T13:52:54.119542Z, 1206
2022-09-17T13:52:54.144542Z, 3534
2022-09-17T13:52:54.169542Z, 2097
2022-09-17T13:52:54.194542Z, 389
2022-09-17T13:52:54.219542Z, 977
2022-09-17T13:52:54.244542Z, 1535
2022-09-17T13:52:54.269542Z, 2970
2022-09-17T13:52:54.294542Z, 1327
2022-09-17T13:52:54.319542Z, 1374
2022-09-17T13:52:54.344542Z, 2841
2022-09-17T13:52:54.369542Z, 1233
2022-09-17T13:52:54.394542Z, 1881
2022-09-17T13:52:54.419542Z, 2608
2022-09-17T13:52:54.444542Z, 2394
2022-09-17T13:52:54.469542Z, 2350
2022-09-17T13:52:54.494542Z, 2395
2022-09-17T13:52:54.519542Z, 3633
2022-09-17T13:52:54.544542Z, 2426
2022-09-17T13:52:54.569542Z, 2254
2022-09-17T13:52:54.594542Z, 4342
2022-09-17T13:52:54.619542Z, 3688
2022-09-17T13:52:54.644542Z, 3722
2022-09-17T13:52:54.669542Z, 4199
2022-09-17T13:52:54.694542Z, 3341
2022-09-17T13:52:54.719542Z, 4539
2022-09-17T13:52:54.744542Z, 4754
2022-09-17T13:52:54.769542Z, 4636
2022-09-17T13:52:54.794542Z, 5023
2022-09-17T13:52:54.819542Z, 2743
2022-09-17T13:52:54.844542Z, 3998
2022-09-17T13:52:54.869542Z, 5290
2022-09-17T13:52:54.894542Z, 3879
2022-09-17T13:52:54.919542Z, 4309
2022-09-17T13:52:54.944542Z, 3245
2022-09-17T13:52:54.969542Z, 4054
2022-09-17T13:52:54.994542Z, 4319
2022-09-17T13:52:55.019542Z, 2851
2022-09-17T13:52:55.044542Z, 4733
2022-09-17T13:52:55.069542Z, 3825
2022-09-17T13:52:55.094542Z, 3262
2022-09-17T13:52:55.119542Z, 3842
2022-09-17T13:52:55.144542Z, 2785
2022-09-17T13:52:55.169542Z, 4690
2022-09-17T13:52:55.194542Z, 3279
2022-09-17T13:52:55.219542Z, 1919
2022-09-17T13:52:55.244542Z, 3237
2022-09-17T13:52:55.269542Z, 2200
2022-09-17T13:52:55.294542Z, 4196
2022-09-17T13:52:55.319542Z, 3132
2022-09-17T13:52:55.344542Z, 567
2022-09-17T13:52:55.369542Z, 4546
2022-09-17T13:52:55.394542Z, 4035
2022-09-17T13:52:55.419542Z, 1915
2022-09-17T13:52:55.444542Z, 3420
2022-09-17T13:52:55.469542Z, 2581
2022-09-17T13:52:55.494542Z, 4071
2022-09-17T13:52:55.519542Z, 3979
2022-09-17T13:52:55.544542Z, 1905
2022-09-17T13:52:55.569542Z, 3806
2022-09-17T13:52:55.594542Z, 3889
2022-09-17T13:52:55.619542Z, 3884
2022-09-17T13:52:55.644542Z, 3939
2022-09-17T13:52:55.669542Z, 3985
2022-09-17T13:52:55.694542Z, 4810
2022-09-17T13:52:55.719542Z, 3308
2022-09-17T13:52:55.744542Z, 5323
2022-09-17T13:52:55.769542Z, 5598
2022-09-17T13:52:55.794542Z, 2967
2022-09-17T13:52:55.819542Z, 5317
2022-09-17T13:52:55.844542Z, 5656
2022-09-17T13:52:55.869542Z, 4566
2022-09-17T13:52:55.894542Z, 5649
2022-09-17T13:52:55.919542Z, 5080
2022-09-17T13:52:55.944542Z, 4827
2022-09-17T13:52:55.969542Z, 5204
2022-09-17T13:52:55.994542Z, 5113
2022-09-17T13:52:56.019542Z, 5895
2022-09-17T13:52:56.044542Z, 4908
2022-09-17T13:52:56.069542Z, 3868
2022-09-17T13:52:56.094542Z, 4540
2022-09-17T13:52:56.119542Z, 4657
2022-09-17T13:52:56.144542Z, 4694
2022-09-17T13:52:56.169542Z, 4535
2022-09-17T13:52:56.194542Z, 5093
2022-09-17T13:52:56.219542Z, 4437
2022-09-17T13:52:56.244542Z, 4771
2022-09-17T13:52:56.269542Z, 6364
2022-09-17T13:52:56.294542Z, 4389
2022-09-17T13:52:56.319542Z, 5337
2022-09-17T13:52:56.344542Z, 6589
2022-09-17T13:52:56.369542Z, 4075
2022-09-17T13:52:56.394542Z, 5463
2022-09-17T13:52:56.419542Z, 5642
2022-09-17T13:52:56.444542Z, 3668
2022-09-17T13:52:56.469542Z, 5262
2022-09-17T13:52:56.494542Z, 5419
2022-09-17T13:52:56.519542Z, 5871
2022-09-17T13:52:56.544542Z, 5099
2022-09-17T13:52:56.569542Z, 3012
2022-09-17T13:52:56.594542Z, 5852
2022-09-17T13:52:56.619542Z, 5882
2022-09-17T13:52:56.644542Z, 5925
2022-09-17T13:52:56.669542Z, 7617
2022-09-17T13:52:56.694542Z, 4837
2022-09-17T13:52:56.719542Z, 5919
2022-09-17T13:52:56.744542Z, 7243
2022-09-17T13:52:56.769542Z, 5875
2022-09-17T13:52:56.794542Z, 6526
2022-09-17T13:52:56.819542Z, 4975
2022-09-17T13:52:56.844542Z, 5915
2022-09-17T13:52:56.869542Z, 6845
2022-09-17T13:52:56.894542Z, 5419
2022-09-17T13:52:56.919542Z, 7240
2022-09-17T13:52:56.944542Z, 5695
2022-09-17T13:52:56.969542Z, 6056
2022-09-17T13:52:56.994542Z, 8176
2022-09-17T13:52:57.019542Z, 5628
2022-09-17T13:52:57.044542Z, 7776
2022-09-17T13:52:57.069542Z, 8095
2022-09-17T13:52:57.094542Z, 6332
2022-09-17T13:52:57.119542Z, 8765
2022-09-17T13:52:57.144542Z, 7457
2022-09-17T13:52:57.169542Z, 8469
2022-09-17T13:52:57.194542Z, 10064
2022-09-17T13:52:57.219542Z, 7639
2022-09-17T13:52:57.244542Z, 8352
2022-09-17T13:52:57.269542Z, 7726
2022-09-17T13:52:57.294542Z, 8276
2022-09-17T13:52:57.319542Z, 9989
2022-09-17T13:52:57.344542Z, 7733
2022-09-17T13:52:57.369542Z, 9100
2022-09-17T13:52:57.394542Z, 9416
2022-09-17T13:52:57.419542Z, 8149
2022-09-17T13:52:57.444542Z, 10005
2022-09-17T13:52:57.469542Z, 9151
2022-09-17T13:52:57.494542Z, 9869
2022-09-17T13:52:57.519542Z, 11002
2022-09-17T13:52:57.544542Z, 10088
2022-09-17T13:52:57.569542Z, 10830
2022-09-17T13:52:57.594542Z, 8987
2022-09-17T13:52:57.619542Z, 9274
2022-09-17T13:52:57.644542Z, 11368
2022-09-17T13:52:57.669542Z, 9194
2022-09-17T13:52:57.694542Z, 10012
2022-09-17T13:52:57.719542Z, 9482
2022-09-17T13:52:57.744542Z, 8546
2022-09-17T13:52:57.769542Z, 11656
2022-09-17T13:52:57.794542Z, 8508
2022-09-17T13:52:57.819542Z, 7658
2022-09-17T13:52:57.844542Z, 10602
2022-09-17T13:52:57.869542Z, 8842
2022-09-17T13:52:57.894542Z, 9658
2022-09-17T13:52:57.919542Z, 9277
2022-09-17T13:52:57.944542Z, 8266
2022-09-17T13:52:57.969542Z, 10420
2022-09-17T13:52:57.994542Z, 8235
2022-09-17T13:52:58.019542Z, 8194
2022-09-17T13:52:58.044542Z, 9763
2022-09-17T13:52:58.069542Z, 8372
2022-09-17T13:52:58.094542Z, 9667
2022-09-17T13:52:58.119542Z, 8181
2022-09-17T13:52:58.144542Z, 7009
2022-09-17T13:52:58.169542Z, 8634
2022-09-17T13:52:58.194542Z, 8069
2022-09-17T13:52:58.219542Z, 8780
2022-09-17T13:52:58.244542Z, 7411
2022-09-17T13:52:58.269542Z, 6780
2022-09-17T13:52:58.294542Z, 8640
2022-09-17T13:52:58.319542Z, 6363
2022-09-17T13:52:58.344542Z, 6161
2022-09-17T13:52:58.369542Z, 6665
2022-09-17T13:52:58.394542Z, 5258
2022-09-17T13:52:58.419542Z, 6666
2022-09-17T13:52:58.444542Z, 5754
2022-09-17T13:52:58.469542Z, 5467
2022-09-17T13:52:58.494542Z, 6300
2022-09-17T13:52:58.519542Z, 4563
2022-09-17T13:52:58.544542Z, 6153
2022-09-17T13:52:58.569542Z, 6445
2022-09-17T13:52:58.594542Z, 5161
2022-09-17T13:52:58.619542Z, 5820
2022-09-17T13:52:58.644542Z, 5445
2022-09-17T13:52:58.669542Z, 6503
2022-09-17T13:52:58.694542Z, 6143
2022-09-17T13:52:58.719542Z, 5771
2022-09-17T13:52:58.744542Z, 7434
2022-09-17T13:52:58.769542Z, 6030
2022-09-17T13:52:58.794542Z, 6293
2022-09-17T13:52:58.819542Z, 7103
2022-09-17T13:52:58.844542Z, 5856
2022-09-17T13:52:58.869542Z, 7385
2022-09-17T13:52:58.894542Z, 6820
2022-09-17T13:52:58.919542Z, 7166
2022-09-17T13:52:58.944542Z, 9199
2022-09-17T13:52:58.969542Z, 6043
2022-09-17T13:52:58.994542Z, 6195
2022-09-17T13:52:59.019542Z, 7544
2022-09-17T13:52:59.044542Z, 7000
2022-09-17T13:52:59.069542Z, 8881
2022-09-17T13:52:59.094542Z, 7205
2022-09-17T13:52:59.119542Z, 5854
2022-09-17T13:52:59.144542Z, 7061
2022-09-17T13:52:59.169542Z, 6781
2022-09-17T13:52:59.194542Z, 7418
2022-09-17T13:52:59.219542Z, 7173
2022-09-17T13:52:59.244542Z, 6258
2022-09-17T13:52:59.269542Z, 6372
2022-09-17T13:52:59.294542Z, 6585
2022-09-17T13:52:59.319542Z, 7405
2022-09-17T13:52:59.344542Z, 5930
2022-09-17T13:52:59.369542Z, 5268
2022-09-17T13:52:59.394542Z, 7455
2022-09-17T13:52:59.419542Z, 6193
2022-09-17T13:52:59.444542Z, 5690
2022-09-17T13:52:59.469542Z, 5846
2022-09-17T13:52:59.494542Z, 4797
2022-09-17T13:52:59.519542Z, 7545
2022-09-17T13:52:59.544542Z, 6871
2022-09-17T13:52:59.569542Z, 5213
2022-09-17T13:52:59.594542Z, 6997
2022-09-17T13:52:59.619542Z, 5828
2022-09-17T13:52:59.644542Z, 6370
2022-09-17T13:52:59.669542Z, 6809
2022-09-17T13:52:59.694542Z, 5942
2022-09-17T13:52:59.719542Z, 8357
2022-09-17T13:52:59.744542Z, 7631
2022-09-17T13:52:59.769542Z, 6086
2022-09-17T13:52:59.794542Z, 7468
2022-09-17T13:52:59.819542Z, 7570
2022-09-17T13:52:59.844542Z, 7810
2022-09-17T13:52:59.869542Z, 7958
2022-09-17T13:52:59.894542Z, 7969
2022-09-17T13:52:59.919542Z, 7816
2022-09-17T13:52:59.944542Z, 6842
2022-09-17T13:52:59.969542Z, 8338
2022-09-17T13:52:59.994542Z, 8165
2022-09-17T13:53:00.019542Z, 7280
2022-09-17T13:53:00.044542Z, 9205
2022-09-17T13:53:00.069542Z, 8008
2022-09-17T13:53:00.094542Z, 7879
2022-09-17T13:53:00.119542Z, 9478
2022-09-17T13:53:00.144542Z, 8133
2022-09-17T13:53:00.169542Z, 8719
2022-09-17T13:53:00.194542Z, 9081
2022-09-17T13:53:00.219542Z, 8532
2022-09-17T13:53:00.244542Z, 9144
2022-09-17T13:53:00.269542Z, 7655
2022-09-17T13:53:00.294542Z, 7556
2022-09-17T13:53:00.319542Z, 7553
2022-09-17T13:53:00.344542Z, 7447
2022-09-17T13:53:00.369542Z, 9346
2022-09-17T13:53:00.394542Z, 7612
2022-09-17T13:53:00.419542Z, 6386
2022-09-17T13:53:00.444542Z, 7754
2022-09-17T13:53:00.469542Z, 8391
2022-09-17T13:53:00.494542Z, 8637
2022-09-17T13:53:00.519542Z, 8605
2022-09-17T13:53:00.544542Z, 9827
2022-09-17T13:53:00.569542Z, 9611
2022-09-17T13:53:00.594542Z, 8120
2022-09-17T13:53:00.619542Z, 9717
2022-09-17T13:53:00.644542Z, 9797
2022-09-17T13:53:00.669542Z, 8103
2022-09-17T13:53:00.694542Z, 10043
2022-09-17T13:53:00.719542Z, 9258
2022-09-17T13:53:00.744542Z, 8767
2022-09-17T13:53:00.769542Z, 10126
2022-09-17T13:53:00.794542Z, 8119
2022-09-17T13:53:00.819542Z, 9493
2022-09-17T13:53:00.844542Z, 10004
2022-09-17T13:53:00.869542Z, 9401
2022-09-17T13:53:00.894542Z, 10282
2022-09-17T13:53:00.919542Z, 9050
2022-09-17T13:53:00.944542Z, 10608
2022-09-17T13:53:00.969542Z, 10665
2022-09-17T13:53:00.994542Z, 9768
2022-09-17T13:53:01.019542Z, 11253
2022-09-17T13:53:01.044542Z, 9252
2022-09-17T13:53:01.069542Z, 9471
2022-09-17T13:53:01.094542Z, 10416
2022-09-17T13:53:01.119542Z, 10419
2022-09-17T13:53:01.144542Z, 12690
2022-09-17T13:53:01.169542Z, 10680
2022-09-17T13:53:01.194542Z, 10936
2022-09-17T13:53:01.219542Z, 12419
2022-09-17T13:53:01.244542Z, 10620
2022-09-17T13:53:01.269542Z, 12390
2022-09-17T13:53:01.294542Z, 11302
2022-09-17T13:53:01.319542Z, 10847
2022-09-17T13:53:01.344542Z, 13884
2022-09-17T13:53:01.369542Z, 11654
2022-09-17T13:53:01.394542Z, 11506
2022-09-17T13:53:01.419542Z, 12489
2022-09-17T13:53:01.444542Z, 10811
2022-09-17T13:53:01.469542Z, 12809
2022-09-17T13:53:01.494542Z, 12620
2022-09-17T13:53:01.519542Z, 10915
2022-09-17T13:53:01.544542Z, 11908
2022-09-17T13:53:01.569542Z, 12042
2022-09-17T13:53:01.594542Z, 12625
2022-09-17T13:53:01.619542Z, 11937
2022-09-17T13:53:01.644542Z, 11647
2022-09-17T13:53:01.669542Z, 12113
2022-09-17T13:53:01.694542Z, 11212
2022-09-17T13:53:01.719542Z, 12797
2022-09-17T13:53:01.744542Z, 11348
2022-09-17T13:53:01.769542Z, 9948
2022-09-17T13:53:01.794542Z, 12409
2022-09-17T13:53:01.819542Z, 9974
2022-09-17T13:53:01.844542Z, 9747
2022-09-17T13:53:01.869542Z, 11817
2022-09-17T13:53:01.894542Z, 9144
2022-09-17T13:53:01.919542Z, 10533
2022-09-17T13:53:01.944542Z, 10711
2022-09-17T13:53:01.969542Z, 8676
2022-09-17T13:53:01.994542Z, 11890
2022-09-17T13:53:02.019542Z, 8185
2022-09-17T13:53:02.044542Z, 7521
2022-09-17T13:53:02.069542Z, 11843
2022-09-17T13:53:02.094542Z, 7415
2022-09-17T13:53:02.119542Z, 8957
2022-09-17T13:53:02.144542Z, 9979
2022-09-17T13:53:02.169542Z, 6730
2022-09-17T13:53:02.194542Z, 10731
2022-09-17T13:53:02.219542Z, 9744
2022-09-17T13:53:02.244542Z, 6162
2022-09-17T13:53:02.269542Z, 9217
2022-09-17T13:53:02.294542Z, 9227
2022-09-17T13:53:02.319542Z, 8347
2022-09-17T13:53:02.344542Z, 9182
2022-09-17T13:53:02.369542Z, 6886
2022-09-17T13:53:02.394542Z, 8181
2022-09-17T13:53:02.419542Z, 8768
2022-09-17T13:53:02.444542Z, 6901
2022-09-17T13:53:02.469542Z, 7961
2022-09-17T13:53:02.494542Z, 7632
2022-09-17T13:53:02.519542Z, 6039
2022-09-17T13:53:02.544542Z, 6234
2022-09-17T13:53:02.569542Z, 7864
2022-09-17T13:53:02.594542Z, 7245
2022-09-17T13:53:02.619542Z, 6330
2022-09-17T13:53:02.644542Z, 7593
2022-09-17T13:53:02.669542Z, 7058
2022-09-17T13:53:02.694542Z, 6472
2022-09-17T13:53:02.719542Z, 7518
2022-09-17T13:53:02.744542Z, 7675
2022-09-17T13:53:02.769542Z, 8787
2022-09-17T13:53:02.794542Z, 7848
2022-09-17T13:53:02.819542Z, 6508
2022-09-17T13:53:02.844542Z, 7775
2022-09-17T13:53:02.869542Z, 8216
2022-09-17T13:53:02.894542Z, 8463
2022-09-17T13:53:02.919542Z, 6941
2022-09-17T13:53:02.944542Z, 7222
2022-09-17T13:53:02.969542Z, 7961
2022-09-17T13:53:02.994542Z, 6874
2022-09-17T13:53:03.019542Z, 8133
2022-09-17T13:53:03.044542Z, 7089
2022-09-17T13:53:03.069542Z, 5723
2022-09-17T13:53:03.094542Z, 7436
2022-09-17T13:53:03.119542Z, 6992
2022-09-17T13:53:03.144542Z, 6906
2022-09-17T13:53:03.169542Z, 7962
2022-09-17T13:53:03.194542Z, 5710
2022-09-17T13:53:03.219542Z, 4975
2022-09-17T13:53:03.244542Z, 5864
2022-09-17T13:53:03.269542Z, 5324
2022-09-17T13:53:03.294542Z, 5380
2022-09-17T13:53:03.319542Z, 5248
2022-09-17T13:53:03.344542Z, 5393
2022-09-17T13:53:03.369542Z, 5045
2022-09-17T13:53:03.394542Z, 4896
2022-09-17T13:53:03.419542Z, 5322
2022-09-17T13:53:03.444542Z, 4996
2022-09-17T13:53:03.469542Z, 5983
2022-09-17T13:53:03.494542Z, 6138
2022-09-17T13:53:03.519542Z, 4964
2022-09-17T13:53:03.544542Z, 4197
2022-09-17T13:53:03.569542Z, 4273
2022-09-17T13:53:03.594542Z, 6244
2022-09-17T13:53:03.619542Z, 5299
2022-09-17T13:53:03.644542Z, 2621
2022-09-17T13:53:03.669542Z, 4537
2022-09-17T13:53:03.694542Z, 5319
2022-09-17T13:53:03.719542Z, 4702
2022-09-17T13:53:03.744542Z, 6267
2022-09-17T13:53:03.769542Z, 3682
2022-09-17T13:53:03.794542Z, 3849
2022-09-17T13:53:03.819542Z, 5995
2022-09-17T13:53:03.844542Z, 2660
2022-09-17T13:53:03.869542Z, 5431
2022-09-17T13:53:03.894542Z, 6710
2022-09-17T13:53:03.919542Z, 2526
2022-09-17T13:53:03.944542Z, 4023
2022-09-17T13:53:03.969542Z, 4214
2022-09-17T13:53:03.994542Z, 3482
2022-09-17T13:53:04.019542Z, 3552
2022-09-17T13:53:04.044542Z, 2315
2022-09-17T13:53:04.069542Z, 4390
2022-09-17T13:53:04.094542Z, 4569
2022-09-17T13:53:04.119542Z, 3183
2022-09-17T13:53:04.144542Z, 3569
2022-09-17T13:53:04.169542Z, 2570
2022-09-17T13:53:04.194542Z, 4375
2022-09-17T13:53:04.219542Z, 4847
2022-09-17T13:53:04.244542Z, 2603
2022-09-17T13:53:04.269542Z, 2789
2022-09-17T13:53:04.294542Z, 2225
2022-09-17T13:53:04.319542Z, 4722
2022-09-17T13:53:04.344542Z, 3978
2022-09-17T13:53:04.369542Z, 233
2022-09-17T13:53:04.394542Z, 3987
2022-09-17T13:53:04.419542Z, 3221
2022-09-17T13:53:04.444542Z, 1478
2022-09-17T13:53:04.469542Z, 3038
2022-09-17T13:53:04.494542Z, 1124
2022-09-17T13:53:04.519542Z, 3853
2022-09-17T13:53:04.544542Z, 3729
2022-09-17T13:53:04.569542Z, 538
2022-09-17T13:53:04.594542Z, 3095
2022-09-17T13:53:04.619542Z, 2578
2022-09-17T13:53:04.644542Z, 2917
2022-09-17T13:53:04.669542Z, 3447
2022-09-17T13:53:04.694542Z, 759
2022-09-17T13:53:04.719542Z, 1933
2022-09-17T13:53:04.744542Z, 1411
2022-09-17T13:53:04.769542Z, 1268
2022-09-17T13:53:04.794542Z, 2438
2022-09-17T13:53:04.819542Z, 1150
2022-09-17T13:53:04.844542Z, 2051
2022-09-17T13:53:04.869542Z, 756
2022-09-17T13:53:04.894542Z, 240
2022-09-17T13:53:04.919542Z, 2810
2022-09-17T13:53:04.944542Z, 991
2022-09-17T13:53:04.969542Z, 1006
2022-09-17T13:53:04.994542Z, 2022
2022-09-17T13:53:05.019542Z, 790
2022-09-17T13:53:05.044542Z, 1506
2022-09-17T13:53:05.069542Z, -67
2022-09-17T13:53:05.094542Z, -562
2022-09-17T13:53:05.119542Z, -33
2022-09-17T13:53:05.144542Z, -757
2022-09-17T13:53:05.169542Z, 677
2022-09-17T13:53:05.194542Z, -1024
2022-09-17T13:53:05.219542Z, -2799
2022-09-17T13:53:05.244542Z, -597
2022-09-17T13:53:05.269542Z, -404
2022-09-17T13:53:05.294542Z, -1182
2022-09-17T13:53:05.319542Z, -348
2022-09-17T13:53:05.344542Z, -540
2022-09-17T13:53:05.369542Z, -848
2022-09-17T13:53:05.394542Z, -651
2022-09-17T13:53:05.419542Z, -600
2022-09-17T13:53:05.444542Z, -868
2022-09-17T13:53:05.469542Z, -1172
2022-09-17T13:53:05.494542Z, 641
2022-09-17T13:53:05.519542Z, 673
2022-09-17T13:53:05.544542Z, -215
2022-09-17T13:53:05.569542Z, -218
2022-09-17T13:53:05.594542Z, -548
2022-09-17T13:53:05.619542Z, 1262
2022-09-17T13:53:05.644542Z, 633
2022-09-17T13:53:05.669542Z, 856
2022-09-17T13:53:05.694542Z, 1940
2022-09-17T13:53:05.719542Z, -158
2022-09-17T13:53:05.744542Z, 2224
2022-09-17T13:53:05.769542Z, 2756
2022-09-17T13:53:05.794542Z, 1401
2022-09-17T13:53:05.819542Z, 4013
2022-09-17T13:53:05.844542Z, 2520
2022-09-17T13:53:05.869542Z, 1892
2022-09-17T13:53:05.894542Z, 3266
2022-09-17T13:53:05.919542Z, 2409
2022-09-17T13:53:05.944542Z, 3894
2022-09-17T13:53:05.969542Z, 3587
2022-09-17T13:53:05.994542Z, 2728
2022-09-17T13:53:06.019542Z, 4663
2022-09-17T13:53:06.044542Z, 3976
2022-09-17T13:53:06.069542Z, 3695
2022-09-17T13:53:06.094542Z, 4493
2022-09-17T13:53:06.119542Z, 2977
2022-09-17T13:53:06.144542Z, 4022
2022-09-17T13:53:06.169542Z, 4675
2022-09-17T13:53:06.194542Z, 3127
2022-09-17T13:53:06.219542Z, 3308
2022-09-17T13:53:06.244542Z, 2481
2022-09-17T13:53:06.269542Z, 2998
2022-09-17T13:53:06.294542Z, 3515
2022-09-17T13:53:06.319542Z, 2192
2022-09-17T13:53:06.344542Z, 2531
2022-09-17T13:53:06.369542Z, 1643
2022-09-17T13:53:06.394542Z, 1881
2022-09-17T13:53:06.419542Z, 2801
2022-09-17T13:53:06.444542Z, 1402
2022-09-17T13:53:06.469542Z, 2574
2022-09-17T13:53:06.494542Z, 2853
2022-09-17T13:53:06.519542Z, 2329
2022-09-17T13:53:06.544542Z, 3230
2022-09-17T13:53:06.569542Z, 1484
2022-09-17T13:53:06.594542Z, 3068
2022-09-17T13:53:06.619542Z, 4726
2022-09-17T13:53:06.644542Z, 2910
2022-09-17T13:53:06.669542Z, 3804
2022-09-17T13:53:06.694542Z, 2951
2022-09-17T13:53:06.719542Z, 2788
2022-09-17T13:53:06.744542Z, 4050
2022-09-17T13:53:06.769542Z, 3094
2022-09-17T13:53:06.794542Z, 2961
2022-09-17T13:53:06.819542Z, 2366
2022-09-17T13:53:06.844542Z, 3869
2022-09-17T13:53:06.869542Z, 4958
2022-09-17T13:53:06.894542Z, 3125
2022-09-17T13:53:06.919542Z, 4214
2022-09-17T13:53:06.944542Z, 4825
2022-09-17T13:53:06.969542Z, 4515
2022-09-17T13:53:06.994542Z, 5570
2022-09-17T13:53:07.019542Z, 4760
2022-09-17T13:53:07.044542Z, 5338
2022-09-17T13:53:07.069542Z, 5725
2022-09-17T13:53:07.094542Z, 4064
2022-09-17T13:53:07.119542Z, 5237
2022-09-17T13:53:07.144542Z, 5505
2022-09-17T13:53:07.169542Z, 5265
2022-09-17T13:53:07.194542Z, 5885
2022-09-17T13:53:07.219542Z, 4498
2022-09-17T13:53:07.244542Z, 5421
2022-09-17T13:53:07.269542Z, 6202
2022-09-17T13:53:07.294542Z, 4895
2022-09-17T13:53:07.319542Z, 5764
2022-09-17T13:53:07.344542Z, 5369
2022-09-17T13:53:07.369542Z, 5125
2022-09-17T13:53:07.394542Z, 6285
2022-09-17T13:53:07.419542Z, 4516
2022-09-17T13:53:07.444542Z, 4309
2022-09-17T13:53:07.469542Z, 5190
2022-09-17T13:53:07.494542Z, 4011
2022-09-17T13:53:07.519542Z, 4410
2022-09-17T13:53:07.544542Z, 4564
2022-09-17T13:53:07.569542Z, 4276
2022-09-17T13:53:07.594542Z, 4660
2022-09-17T13:53:07.619542Z, 4571
2022-09-17T13:53:07.644542Z, 4910
2022-09-17T13:53:07.669542Z, 4195
2022-09-17T13:53:07.694542Z, 4530
2022-09-17T13:53:07.719542Z, 5238
2022-09-17T13:53:07.744542Z, 4633
2022-09-17T13:53:07.769542Z, 5136
2022-09-17T13:53:07.794542Z, 4248
2022-09-17T13:53:07.819542Z, 5185
2022-09-17T13:53:07.844542Z, 5972
2022-09-17T13:53:07.869542Z, 3472
2022-09-17T13:53:07.894542Z, 5144
2022-09-17T13:53:07.919542Z, 5704
2022-09-17T13:53:07.944542Z, 4030
2022-09-17T13:53:07.969542Z, 5111
2022-09-17T13:53:07.994542Z, 3831
2022-09-17T13:53:08.019542Z, 3410
2022-09-17T13:53:08.044542Z, 5366
2022-09-17T13:53:08.069542Z, 4982
2022-09-17T13:53:08.094542Z, 4924
2022-09-17T13:53:08.119542Z, 4810
2022-09-17T13:53:08.144542Z, 4776
2022-09-17T13:53:08.169542Z, 6631
2022-09-17T13:53:08.194542Z, 6137
2022-09-17T13:53:08.219542Z, 6323
2022-09-17T13:53:08.244542Z, 6545
2022-09-17T13:53:08.269542Z, 4850
2022-09-17T13:53:08.294542Z, 7001
2022-09-17T13:53:08.319542Z, 7815
